model,epoch_d,L_metal_total,metal_frac_of_all,dominant_metal,dominant_metal_L,L_C,L_O,L_Ne,overall_rank_of_dominant_metal
A15,0.7,3.3300477936196794e+38,0.0020180165212929538,C_III_1909,2.6600625339969226e+38,2.68036404250152e+38,6.496837451746927e+37,5.943466969005639e+29,10
A15,0.8,3.2744908166893866e+38,0.001983114300516146,C_III_1909,2.604811793106057e+38,2.6247792429197506e+38,6.497115694089715e+37,4.360664366243579e+29,10
A15,0.9,3.2200054884118884e+38,0.0019489093226948378,C_III_1909,2.5506276805350256e+38,2.5702660401747653e+38,6.497394446569096e+37,3.580213375375229e+29,10
A15,1.0,3.166573118691104e+38,0.001915388676079266,C_III_1909,2.497491570139363e+38,2.51680574498901e+38,6.497673704328586e+37,3.2692352529753086e+29,10
A15,2.0,2.68631993848187e+38,0.0016151738465234255,C_III_1909,2.019935761676024e+38,2.036265377539701e+38,6.50052771603618e+37,1.7893385512804275e+32,10
A15,3.0,2.1175377693268674e+38,0.0012663626522352398,C_III_1909,1.454217642683572e+38,1.4668530330295332e+38,6.506845113041425e+37,2.2499319146413584e+31,10
A15,4.0,1.6831435174270642e+38,0.001001044055090508,C_III_1909,1.0220688709721858e+38,1.0316704025022321e+38,6.514472470170806e+37,2.5867907751337252e+33,10
A15,5.0,1.3210549476513392e+38,0.0007796667084142783,C_III_1909,6.6027754058776965e+37,6.6712170718056605e+37,6.539272640176918e+37,5.9764530813735216e+32,10
A15,10.0,8.760210685264286e+37,0.0004945872668806649,O_I_7774,6.704951999346591e+37,1.8838811655193844e+37,6.857628376215389e+37,1.870114352951153e+35,10
A15,20.0,4.665084213039688e+38,0.0027428035337615517,C_III_1909,2.9543068105393197e+38,3.3283148448953795e+38,1.0510876154917763e+38,2.8568175265253298e+37,10
A15,30.0,2.6212237713040623e+38,0.0018531819800747238,O_III_5007,8.205518327537154e+37,1.4379362196643942e+38,8.456816768937392e+37,3.3760587474592937e+37,10
A15,40.0,2.6480231559344683e+38,0.0021149461750806786,C_III_4647,9.704057814391497e+37,1.5208989142949074e+38,8.154594437607954e+37,3.116647978787654e+37,10
A15,50.0,3.285427306682953e+38,0.002589116737551707,C_III_4647,1.0665403280324224e+38,2.19183554270578e+38,7.8712210668779865e+37,3.06469657289374e+37,10
A15,60.0,3.38249762500437e+38,0.001511015920373362,C_III_4647,1.0851043197530463e+38,2.2203595782372092e+38,8.207237196118362e+37,3.414143271553245e+37,10
A15,70.0,4.108439921286157e+38,0.000949907379955827,C_III_4647,1.2245313376214138e+38,2.782807680065811e+38,9.155325496141026e+37,4.1009969160624363e+37,10
A15,80.0,1.0451182759315781e+39,0.0008121979666242576,C_III_4647,4.740047336728174e+38,8.683280764352904e+38,1.2784058155990606e+38,4.894961793638181e+37,10
A15,90.0,2.722218875547328e+40,0.0353100080907332,C_II_4267,1.180699550053926e+40,2.6109560355515483e+40,9.069624153422961e+38,2.0566598461550063e+38,6
A15,100.0,6.358264897581576e+40,0.09215199497026333,C_II_4267,2.601266746504002e+40,6.05857268632917e+40,2.7601128904713856e+39,2.3680922205267164e+38,5
A15,110.0,4.7546866708175846e+39,0.008906695911808656,C_III_5696,9.270264333088001e+38,3.015499264021784e+39,1.6364225214654264e+39,1.027648853303738e+38,10
A15,120.0,7.842056273350879e+36,1.8640549767980077e-05,O_I_7774,1.528942667648001e+36,3.9300601304797626e+36,3.783682212448179e+36,1.283139304229359e+35,10
A15,130.0,2.2170223887267465e+37,6.099717284128909e-05,O_I_7774,3.7761894988959995e+36,1.2312508394873321e+37,9.541417839433182e+36,3.162976529609655e+35,10
A15,140.0,2.1583537128168493e+37,8.280670634866639e-05,O_I_6300,4.601057332351999e+36,1.2239657221806732e+37,9.327570306920742e+36,1.6309599441014516e+34,10
A4,0.1,4.606134726034462e+38,0.019569256979594565,C_III_1909,2.816750202633273e+38,2.8974012412408323e+38,1.0435769864114684e+38,6.651564983821625e+37,8
A4,0.2,4.5346040326384665e+38,0.01930582726656546,C_III_1909,2.760116631861249e+38,2.840711673843364e+38,1.0355028113025692e+38,6.583895474925333e+37,9
A4,0.3,4.42270432067309e+38,0.018872331209798598,C_III_1909,2.660733382948314e+38,2.741497422903769e+38,1.0285607602172498e+38,6.52646137552072e+37,9
A4,0.4,4.2740745838875e+38,0.018280976096255692,C_III_1909,2.522403900870863e+38,2.603556845277005e+38,1.0226689175950754e+38,6.478488210154195e+37,9
A4,0.5,4.093102944199696e+38,0.01754808438136089,C_III_1909,2.349802809137668e+38,2.4315533881410498e+38,1.017683095515415e+38,6.438664605432317e+37,9
A4,0.6,3.453948631326561e+38,0.014872123249303622,C_III_1909,1.6959299695288415e+38,1.7810114132782514e+38,1.0234558005845987e+38,6.494814174637107e+37,9
A4,0.7,3.2774323568262326e+38,0.014145316486054346,C_III_1909,1.5281304735907585e+38,1.613966118775133e+38,1.0181992186023138e+38,6.452670194487858e+37,9
A4,0.8,3.088723202173779e+38,0.013362880315485319,C_III_1909,1.3474392615794806e+38,1.4341832597161627e+38,1.0132262381911067e+38,6.413137042665096e+37,9
A4,0.9,2.894882860468321e+38,0.012554096717967086,C_III_1909,1.1612413505081254e+38,1.2490356502463985e+38,1.0083726508251069e+38,6.374745593968155e+37,9
A4,1.0,2.7030339443791278e+38,0.011749144685736405,O_III_5007,1.0024703069145662e+38,1.0659313500999491e+38,1.0034876456480924e+38,6.336149486310862e+37,9
A4,2.0,2.6072105261450557e+38,0.011450575760475049,C_III_1909,1.0363711820726322e+38,1.1234878255982717e+38,9.184960257971476e+37,5.6522667474963675e+37,9
A4,3.0,1.862434156521281e+38,0.007969403275016865,O_III_5007,8.80966804472961e+37,4.455276795270937e+37,8.81478122172759e+37,5.354283548214289e+37,9
A4,4.0,1.715683720035203e+38,0.007392938592187923,O_III_5007,8.044186635242899e+37,4.333724871555784e+37,8.050394354893313e+37,4.772717973902933e+37,9
A4,5.0,1.3826155128261534e+38,0.005996271271786641,O_III_5007,7.368357038193317e+37,2.181245153896865e+37,7.37078873254794e+37,4.274121241816727e+37,9
A4,10.0,9.285611510282879e+37,0.00415321384250884,O_III_5007,4.979419802237974e+37,1.6922931389653776e+37,4.980559854854038e+37,2.6127585164634634e+37,10
A4,20.0,7.56502450305051e+37,0.0013332790822230196,O_III_5007,3.0859331600285694e+37,2.8687828186601667e+37,3.086574077868133e+37,1.609667606522209e+37,10
A4,30.0,9.146529674443258e+38,0.00253907719351403,C_III_4647,5.7139202702855256e+38,8.344736666923295e+38,5.879547464366636e+37,2.138382610832971e+37,10
A4,40.0,2.3424282450425943e+39,0.01032496838307422,C_III_4647,1.1536016818542816e+39,2.159086811128689e+39,1.4418314142703348e+38,3.9158292486871717e+37,10
A4,50.0,6.284276347457813e+39,0.0329475439948816,C_III_4647,3.1213980408083984e+39,5.85517298277085e+39,3.6533414583985995e+38,6.376921884710376e+37,6
A4,60.0,7.828234999553044e+39,0.04736193091637615,C_II_4267,4.250458371731241e+39,7.12938847795947e+39,6.139691053061995e+38,8.487741628737343e+37,5
A4,70.0,1.42621361195388e+40,0.08292383656973842,C_II_4267,8.086965550073321e+39,1.3435026618742774e+40,7.134644310622086e+38,1.1364506973382088e+38,5
A4,80.0,2.1444869986869409e+40,0.15420624469296756,C_II_4267,1.251976266489422e+40,2.049349649994362e+40,8.165714910793687e+38,1.3480199584641951e+38,4
A4,90.0,2.3239126092219724e+40,0.14352299507306207,C_II_4267,1.2290509738623185e+40,2.231729033838985e+40,7.60111406898828e+38,1.617243469310411e+38,4
A4,100.0,3.0016422718466394e+40,0.19950529881769247,C_II_4267,1.4929210011403942e+40,2.894092043659036e+40,9.066489261519523e+38,1.6885335572407985e+38,3
A4,110.0,3.534238885682415e+40,0.4504992773868333,C_II_4267,1.5671872558569178e+40,3.392728838321394e+40,1.2516877193711641e+39,1.6341275423904534e+38,2
A4,120.0,5.405025717245845e+40,0.14873198651936553,C_II_4267,1.4943621254040001e+40,5.157934527458139e+40,2.360008027872276e+39,1.1090387000478968e+38,4
A4,130.0,5.566086597319959e+36,4.873174340119939e-05,C_II_4267,1.3407752084870002e+36,2.799799339900235e+36,2.7587688933105103e+36,7.518364109213794e+33,10
A4,140.0,2.822333464580422e+36,3.6277774271717635e-05,O_I_7774,6.938713407506e+35,1.409790841960333e+36,1.410505885891905e+36,2.0367367281846273e+33,10
A4,150.0,7.724063223751576e+35,9.180100422969989e-06,O_I_7774,1.927489161078302e+35,3.858747478335619e+35,3.8645313097821e+35,7.844356338569116e+31,10
A5,0.1,5.232891940370148e+37,0.001107680741748262,C_III_1909,3.4117137576561225e+37,3.4444316560753284e+37,1.7394322971970973e+37,4.902798709772137e+35,10
A5,0.2,5.134609164809084e+37,0.0010864872630481535,C_III_1909,3.3008658724343603e+37,3.33296330352836e+37,1.7492685044132755e+37,5.237735686744894e+35,10
A5,0.3,5.118878785861438e+37,0.0010827291731407597,C_III_1909,3.2607868430045506e+37,3.2929407524710574e+37,1.7670591393054583e+37,5.887889408492254e+35,10
A5,0.4,5.210723448657912e+37,0.001101698398272378,C_III_1909,3.312132628110495e+37,3.345256320045068e+37,1.7958119262693004e+37,6.96552023435429e+35,10
A5,0.5,5.45533996007672e+37,0.0011529060352928491,C_III_1909,3.4923243487743122e+37,3.5277519967266575e+37,1.8408451429659695e+37,8.674282038409318e+35,10
A5,0.6,5.931939536392426e+37,0.0012530157989154875,C_III_1909,3.866995727045519e+37,3.90680010300553e+37,1.911379395088424e+37,1.137600382984713e+36,10
A5,0.7,6.7795276538377455e+37,0.0014312468006780126,C_III_1909,4.551267834688883e+37,4.598829895302136e+37,2.0234645626340984e+37,1.5723319590151184e+36,10
A5,0.8,8.244537020631631e+37,0.001739328174988592,C_III_1909,5.748911331269671e+37,5.809967664554674e+37,2.2052754755400716e+37,2.292938805368857e+36,10
A5,0.9,1.076681240769609e+38,0.002269380107222381,C_III_1909,7.822631631998359e+37,7.907224594169984e+37,2.506314705604966e+37,3.5327310792113955e+36,10
A5,1.0,1.5123483017746577e+38,0.003183273985345358,C_III_1909,1.141063309279317e+38,1.1536712151041593e+38,3.0117096398369633e+37,5.750612268680212e+36,10
A5,2.0,1.8910307335935237e+38,0.003954504874931661,C_III_1909,1.423289976808091e+38,1.4422394471167448e+38,3.659701760033289e+37,8.282111047345037e+36,9
A5,3.0,6.475603258816921e+38,0.013324017453433581,C_III_1909,4.974027713730096e+38,5.073077397049956e+38,9.45556441533602e+37,4.569694202333631e+37,9
A5,4.0,5.561426060955778e+38,0.011397695225946131,C_III_1909,4.1561179061260096e+38,4.256409316390639e+38,8.87090538988821e+37,4.1792620557631875e+37,9
A5,5.0,5.561116327440444e+38,0.011328331326120742,C_III_1909,3.6155759596323326e+38,3.79827294621561e+38,1.1378501316782475e+38,6.249932495465865e+37,9
A5,10.0,2.1302937156202844e+38,0.004292458757698764,O_III_5007,8.623362344302902e+37,8.112226062746223e+37,8.67201339746208e+37,4.518697695994542e+37,10
A5,20.0,9.387760528802438e+37,0.002281694583929167,O_III_5007,3.8871873395591737e+37,3.865089483605439e+37,3.8906696022622655e+37,1.6320014429347314e+37,10
A5,30.0,1.0905261769560912e+38,0.0013204497459844318,O_III_5007,3.3558112972996844e+37,5.951810416343488e+37,3.357713316708722e+37,1.595738036508703e+37,10
A5,40.0,3.234723449434181e+38,0.0008007121447051414,C_III_4647,1.2777034034966974e+38,2.556930134063132e+38,4.617604814572334e+37,2.1603283391381537e+37,10
A5,50.0,2.949282971368654e+39,0.00995958858285254,C_III_4647,1.6186977131651988e+39,2.7209081256405373e+39,1.748737676258335e+38,5.350107810228389e+37,10
A5,60.0,1.5854687041759967e+40,0.06615094267031377,C_III_4647,8.342222776130539e+39,1.5257837280361784e+40,5.035280103320433e+38,9.332175106613984e+37,5
A5,70.0,1.3159417940917587e+40,0.06769756710228719,C_II_4267,6.936346201304652e+39,1.2376619922329457e+40,6.5636033497811956e+38,1.2643768361001214e+38,5
A5,80.0,1.7552500685337375e+40,0.10589256318196866,C_II_4267,8.825299800714802e+39,1.6723550499922549e+40,6.73975716874424e+38,1.5497446854040088e+38,4
A5,90.0,2.6841084888953487e+40,0.18231523533576527,C_II_4267,1.3364921417602905e+40,2.5832717441345915e+40,8.211509173648941e+38,1.8721653024267773e+38,3
A5,100.0,3.6179243254252987e+40,0.2696553393908945,C_II_4267,1.5598898966613075e+40,3.493463699120819e+40,1.032816942728582e+39,2.1178932031621252e+38,3
A5,110.0,3.865979272652349e+40,0.07000386097944504,C_II_4267,1.338913758818214e+40,3.6956342633974163e+40,1.485471824332293e+39,2.1797826821703452e+38,5
A5,120.0,1.7067109704443977e+40,0.17504393484384065,C_III_4647,4.27504179006501e+39,1.5376187276009625e+40,1.5993585258557613e+39,9.15639025785887e+37,5
A5,130.0,2.6986295635551855e+36,4.991460339265296e-05,O_I_7774,5.526019744893337e+35,1.2884074354529112e+36,1.374827486128563e+36,3.5394641973710914e+34,10
A5,140.0,5.1666767984989436e+36,7.22252824090147e-05,O_I_7774,1.1326838397908321e+36,2.676209473891552e+36,2.4689195029005146e+36,2.154782170687711e+34,10
A6,0.1,4.764267526248121e+37,0.0005469446438218433,O_I_7774,3.3021513237799674e+37,1.4599298743915192e+37,3.3043329046839707e+37,4.747172630768825e+31,10
A6,0.2,4.7018662233338305e+37,0.0005393509166088735,O_I_7774,3.303136972130248e+37,1.3965106681176848e+37,3.305352808564847e+37,2.7466512990064012e+31,10
A6,0.3,4.642113386941994e+37,0.000532075588808739,O_I_7774,3.3041233693745255e+37,1.335733802710819e+37,3.3063778205942303e+37,1.763636944933819e+31,10
A6,0.4,4.584948335239581e+37,0.0005251107464591773,O_I_7774,3.3051098566614824e+37,1.2775336692184678e+37,3.3074117082245067e+37,2.9577966061511665e+31,10
A6,0.5,4.530135555138366e+37,0.0005184285213997321,O_I_7774,3.3060985799181e+37,1.2216912397697566e+37,3.3084420109130826e+37,2.3044555282391703e+31,10
A6,0.6,4.477655636391612e+37,0.0005120258477986701,O_I_7774,3.307088362379924e+37,1.1681781047489914e+37,3.309475538858416e+37,1.99278420425091e+31,10
A6,0.7,4.427414140939915e+37,0.0005058911167729496,O_I_7774,3.308079251214082e+37,1.1169002324503586e+37,3.310511995807268e+37,1.912682288502445e+31,10
A6,0.8,4.379322805391687e+37,0.0005000134745961241,O_I_7774,3.309071248806422e+37,1.0677694235648676e+37,3.311551344244318e+37,2.0375825015787665e+31,10
A6,0.9,4.333299034282782e+37,0.0004943827608084251,O_I_7774,3.310064317403042e+37,1.0207028509717003e+37,3.3125937740883624e+37,2.409222719258528e+31,10
A6,1.0,4.289266820990236e+37,0.0004889896093808686,O_I_7774,3.3110583605264974e+37,9.7562385588556e+36,3.3136398033522867e+37,3.161752390192575e+31,10
A6,2.0,3.940400493583098e+37,0.0004458165122377031,O_I_7774,3.3230283471113064e+37,6.122187612748227e+36,3.327841134057618e+37,3.405982506571166e+33,10
A6,3.0,3.684364477705932e+37,0.0004129537815744543,O_I_7774,3.3451813773755514e+37,3.334977935699736e+36,3.3506450844264855e+37,2.2159970947325765e+33,10
A6,4.0,3.7676699145844095e+37,0.00041831265937104545,O_I_7774,3.363704132517112e+37,3.651799062863862e+36,3.3990771823878765e+37,3.4128259101464204e+34,10
A6,5.0,3.720351071742192e+37,0.0004095095375936865,O_I_7774,3.3906142873034836e+37,2.858115786631501e+36,3.4319143651426034e+37,2.6251279364379587e+34,10
A6,10.0,1.7869291273383287e+38,0.0019470185969983644,C_III_1909,1.0582857880880956e+38,1.1276479945240644e+38,5.599964073718916e+37,9.92847254423725e+36,10
A6,20.0,1.6723339453422385e+38,0.002122150640679772,O_III_5007,5.996798609315776e+37,8.142559543451105e+37,6.130741217686766e+37,2.4500386922845134e+37,10
A6,30.0,1.4386071115130735e+38,0.0021540245858908424,C_III_4647,5.011383093802513e+37,8.293213772260438e+37,4.393233579897731e+37,1.6996237629725646e+37,10
A6,40.0,1.69040428387702e+38,0.0020770733416538103,C_IV_5801,5.506405720946436e+37,1.1251738686851263e+38,4.0430393338107526e+37,1.609264818108186e+37,10
A6,50.0,2.2759018832933035e+38,0.0009701275984443774,C_IV_5801,7.081284963363479e+37,1.536557546815869e+38,5.071535219543e+37,2.3219081452313453e+37,10
A6,60.0,4.774784660344231e+39,0.008610794037737176,C_III_4647,2.124529755944644e+39,3.9010847445775496e+39,8.249107901841915e+38,4.878912558248958e+37,9
A6,70.0,7.777720667614988e+39,0.020886656751497854,C_II_4267,3.2687395485107e+39,7.125191134002984e+39,5.307457513652095e+38,1.2178378224679324e+38,9
A6,80.0,1.5014511266573356e+40,0.04999379193451658,C_II_4267,6.916742908641559e+39,1.4173076407688367e+40,6.719060674455461e+38,1.6952879143944686e+38,5
A6,90.0,2.707149214172647e+40,0.10156162854524296,C_II_4267,1.2420128547976481e+40,2.6009540399140864e+40,8.491549437425755e+38,2.127967988430307e+38,4
A6,100.0,4.310397288791639e+40,0.17436228766652723,C_II_4267,1.8310770070970222e+40,4.169955449274843e+40,1.172134578774608e+39,2.3228381639335093e+38,3
A6,110.0,4.7465509976855535e+40,0.09175040233984573,C_III_5696,1.6863729022656749e+40,4.547426598649315e+40,1.7693427342078658e+39,2.2190125615453e+38,5
A6,120.0,3.7339031223942804e+39,0.02296287730048387,C_III_5696,5.964876699445001e+38,2.4689117733880557e+39,1.1964253690528273e+39,6.856597995339839e+37,10
A6,130.0,2.3263563073101368e+36,1.969610169813816e-05,C_II_4267,4.7545158529285004e+35,1.0925237729443662e+36,1.1932657101711766e+36,4.056682419459376e+34,10
A6,140.0,4.916667219372182e+36,5.084182199143011e-05,O_I_7774,8.863433313378998e+35,2.48599029562208e+36,2.3430972858161373e+36,8.757963793396475e+34,10
A7,0.1,7.07055925017786e+37,0.0004063999085723995,O_I_7774,6.924942015668553e+37,1.3534185105371048e+36,6.935217399119104e+37,5.043743662644237e+25,10
A7,0.2,7.069074885038533e+37,0.00040619168749389214,O_I_7774,6.925205530140395e+37,1.335287128105897e+36,6.935546172197081e+37,3.086428081903154e+26,10
A7,0.3,7.067613977973695e+37,0.00040598529883995575,O_I_7774,6.925468823516089e+37,1.3173879053702982e+36,6.935875187185725e+37,2.5094048290058615e+27,10
A7,0.4,7.065722959678898e+37,0.00040570398194665527,O_I_7774,6.926676792281396e+37,1.2852991744294508e+36,6.937193041865067e+37,3.7088636490719577e+27,10
A7,0.5,7.063586208093648e+37,0.0004053657144982521,O_I_7774,6.928636010842563e+37,1.2428749870047594e+36,6.939298709256439e+37,1.3673449253912962e+27,10
A7,0.6,7.06158638624634e+37,0.00040503340339988203,O_I_7774,6.930595931214232e+37,1.2017903338862016e+36,6.941407352800359e+37,5.736168605019149e+26,10
A7,0.7,7.059719458619907e+37,0.00040470936286344584,O_I_7774,6.93255652495146e+37,1.1620047756204226e+36,6.943518981030462e+37,2.7402937525110724e+26,10
A7,0.8,7.057981515996099e+37,0.0004043933487281632,O_I_7774,6.934517762572682e+37,1.1234791267080138e+36,6.945633603310385e+37,1.4911498502302897e+26,10
A7,0.9,7.056368764363199e+37,0.0004040851241047155,O_I_7774,6.936479613794564e+37,1.0861753508539744e+36,6.947751229268567e+37,9.235199222615689e+25,10
A7,1.0,7.0548775196449135e+37,0.00040378445904730957,O_I_7774,6.938442047587284e+37,1.0500565100080334e+36,6.949871868637614e+37,6.496328402117467e+25,10
A7,2.0,7.045909847779058e+37,0.0004011475587755591,O_I_7774,6.958091050424837e+37,7.466367280908905e+35,6.9712461744749e+37,4.950696643339599e+27,10
A7,3.0,7.050970808376821e+37,0.00040125737615232025,O_I_7774,6.9861847396806845e+37,4.927348069955174e+35,7.001697326768955e+37,9.083141681043307e+27,10
A7,4.0,7.068483247263021e+37,0.00039789441239212857,O_I_7774,7.018815633098336e+37,3.110088436210461e+35,7.037382338687835e+37,2.4213080826642113e+29,10
A7,5.0,7.084721105369464e+37,0.0003960513050985399,O_I_7774,7.043661131816687e+37,1.828484397579854e+35,7.066436239448873e+37,2.194479225913065e+29,10
A7,10.0,7.095808354363444e+37,0.0004310343643670111,O_I_7774,7.004653255546074e+37,4.6927103740632225e+34,7.091114277520907e+37,1.3664684734924352e+31,10
A7,20.0,9.547526797891426e+37,0.000664043612851594,O_I_7774,5.497408197972119e+37,1.7425441393997346e+37,7.56694949185898e+37,2.3803316663271008e+36,10
A7,30.0,2.4308161515846835e+38,0.0020981283009886965,O_III_5007,7.381963337901032e+37,1.3835435005657187e+38,7.866757013269973e+37,2.6059694969196676e+37,10
A7,40.0,2.431288073456615e+38,0.002615339207523002,C_III_4647,8.85974468444592e+37,1.5899582251233648e+38,6.231795668221156e+37,2.181502815111351e+37,10
A7,50.0,3.2231878757943692e+38,0.0022632098127093134,C_III_4647,1.142575446234848e+38,2.358811529631984e+38,6.301006745065402e+37,2.3427567165584516e+37,10
A7,60.0,4.104410224579403e+38,0.0014138455247725337,C_IV_5801,1.527106429125823e+38,3.099313212300097e+38,7.1212055811999e+37,2.9297645415931533e+37,10
A7,70.0,4.483923026845368e+38,0.001183052876735817,C_IV_5801,1.745248067489471e+38,3.522257017081032e+38,6.825407140169703e+37,2.7912529574736542e+37,10
A7,80.0,5.944036786729807e+39,0.009814484745431928,C_III_4647,3.944182783844773e+39,5.532385586782453e+39,3.146369469671085e+38,9.701425298024483e+37,10
A7,90.0,2.80960483426177e+40,0.057615934483521765,C_II_4267,1.2831334265547736e+40,2.7002185312960387e+40,8.870003019052382e+38,2.0686272775207526e+38,6
A7,100.0,3.9109016611256265e+40,0.09073237622461187,C_III_5696,1.427911577495533e+40,3.777586868289039e+40,1.0915765717039324e+39,2.4157135666194285e+38,5
A7,110.0,5.294255948376016e+40,0.09528037900632573,C_III_5696,1.910440133419e+40,5.034730466444015e+40,2.37865065780132e+39,2.1660416151869415e+38,5
A7,120.0,4.2321932712954864e+39,0.013495322817117728,O_I_7774,6.798470719657e+38,2.826324700356464e+39,1.3215693066712226e+39,8.4299264267799685e+37,10
A7,130.0,7.64780208217689e+37,0.00032784868860777426,O_I_7774,9.767045879357001e+36,4.1288469818872786e+37,2.9301137638071005e+37,5.888413364825116e+36,10
A7,140.0,8.07026860718789e+35,4.0822801737141875e-06,O_I_7774,1.9095822398280008e+35,3.916327183585565e+35,4.091756193098388e+35,6.218523050393725e+33,10
A8,0.1,3.772341834094018e+38,0.01515925932703129,C_III_1909,1.7450545235725636e+38,1.831769536216088e+38,1.1701341958290218e+38,7.704381020489077e+37,9
A8,0.2,3.608200171659889e+38,0.014530574000908129,C_III_1909,1.5907033016142663e+38,1.6780019690164998e+38,1.1645330962497722e+38,7.656651063936174e+37,9
A8,0.3,3.4262839620672704e+38,0.013828443453255219,C_III_1909,1.4178082986845902e+38,1.505849464514339e+38,1.1592455968393656e+38,7.611889007135658e+37,9
A8,0.4,2.973040554415596e+38,0.012037679528973085,O_III_5007,1.1573850992672366e+38,1.0544798700171917e+38,1.1580619312922527e+38,7.604987531061517e+37,9
A8,0.5,2.831673263858595e+38,0.011486335652419157,O_III_5007,1.1516014093931772e+38,9.23980231495583e+37,1.1521932948933485e+38,7.554997374696633e+37,9
A8,0.6,2.726855521838397e+38,0.011080229720258598,O_III_5007,1.1449694300005654e+38,8.315219561008617e+37,1.1455032088022932e+38,7.498303569352416e+37,9
A8,0.7,2.9305244627358225e+38,0.011915683500912532,O_III_5007,1.1325798002558426e+38,1.0578863964465325e+38,1.1333059930422872e+38,7.393320732470032e+37,9
A8,0.8,2.9325415884007305e+38,0.011941585999998415,O_III_5007,1.1233579469565621e+38,1.0768119504159938e+38,1.1241165155571646e+38,7.31613122427572e+37,9
A8,0.9,2.9237973820314836e+38,0.011923926256807018,O_III_5007,1.1143270424364925e+38,1.084610827545423e+38,1.115109764988631e+38,7.240767894974294e+37,9
A8,1.0,2.9041473319353613e+38,0.011862242504042757,O_III_5007,1.1054998412094116e+38,1.0811167108084097e+38,1.1062976422152102e+38,7.167329789117411e+37,9
A8,2.0,2.4409698506934766e+38,0.010129142562277019,O_III_5007,1.023797441482875e+38,7.667770014318594e+37,1.024463478979666e+38,6.497293702819511e+37,9
A8,3.0,1.911153239753767e+38,0.008050486679612529,O_III_5007,9.459887243504398e+37,3.770904307574956e+37,9.463256570253524e+37,5.877371519709191e+37,9
A8,4.0,1.6984599754840829e+38,0.006955691982912837,O_III_5007,8.926843847267518e+37,2.6091703596066143e+37,8.928994375855418e+37,5.4464350193787965e+37,9
A8,5.0,1.5088123849532762e+38,0.006239852317353751,O_III_5007,8.165687250163289e+37,2.0531152477288866e+37,8.167172633217512e+37,4.867835968586364e+37,9
A8,10.0,1.0566219913355158e+38,0.004517457351864983,O_III_5007,5.5930981185310475e+37,1.9424855201264405e+37,5.593852648039956e+37,3.0298817451887633e+37,10
A8,20.0,9.26549179301603e+37,0.0012262970663649542,O_III_5007,4.038866923272211e+37,2.9236996457809146e+37,4.039717720148913e+37,2.3020744270862036e+37,10
A8,30.0,1.1644899387327335e+39,0.001376193280209714,C_III_4647,6.250155819086271e+38,1.039225120232085e+39,9.77977296546152e+37,2.7467088846033346e+37,10
A8,40.0,3.691269362544384e+39,0.016432105577951828,C_III_4647,1.6627552797979253e+39,3.4704506948568346e+39,1.7879585432400714e+38,4.202281336354179e+37,10
A8,50.0,1.1389396673743657e+40,0.045628285245509305,C_III_4647,5.011912118058308e+39,1.0660076700931461e+40,6.595758510922237e+38,6.974412171997201e+37,5
A8,60.0,1.5901193189300518e+40,0.07010923407649,C_II_4267,9.6317769352971e+39,1.486440236334297e+40,9.413924327200815e+38,9.539839323746858e+37,5
A8,70.0,2.4499489054261814e+40,0.11258006432688529,C_II_4267,1.5014124434934476e+40,2.3371963672345393e+40,9.9932016405216e+38,1.282052178642639e+38,5
A8,80.0,3.342992829331021e+40,0.19896731082504998,C_II_4267,2.065934991514381e+40,3.221508925709142e+40,1.0730020812380648e+39,1.418369549807211e+38,4
A8,90.0,4.808531867699217e+40,0.4782392549399636,C_II_4267,2.820690684529767e+40,4.6593089221056845e+40,1.3200435328640975e+39,1.721859230712171e+38,1
A8,100.0,3.965166251790533e+40,0.4268086868382378,C_II_4267,1.8517147753364498e+40,3.812708666218235e+40,1.3461094689420733e+39,1.7846638678090346e+38,2
A8,110.0,8.864104726082914e+40,0.21537370994996247,C_III_5696,1.9303983259125e+40,8.145868263748678e+40,7.07032457673795e+39,1.1204004660442684e+38,4
A8,120.0,9.109679536712912e+36,0.00011096687038521942,C_II_4267,2.1407169866425003e+36,4.592399180257122e+36,4.4964610959434845e+36,2.0819260512303638e+34,10
A8,130.0,3.3199326171006416e+36,3.715002643424086e-05,O_I_7774,8.218884398931251e+35,1.6586157479700335e+36,1.6599043051603252e+36,1.412563970283596e+33,10
A8,140.0,2.8953961660647455e+36,3.01606513310522e-05,O_I_7774,7.200159330365001e+35,1.4479481423014302e+36,1.4469140692520527e+36,5.339545112624101e+32,10
A8,150.0,2.5054794126812702e+36,2.499829671361467e-05,O_I_7774,6.244501948352501e+35,1.2533315447530464e+36,1.251937484944368e+36,2.1038298385561705e+32,10
A9,0.1,2.153000297257622e+38,0.004606602128184171,C_III_1909,1.879118934636957e+38,1.8918168092501935e+38,2.2481410382775835e+37,3.636938417966977e+36,9
A9,0.2,2.0021453272496175e+38,0.0042842349864522615,C_III_1909,1.7397949878999785e+38,1.75169477975332e+38,2.1781640059102397e+37,3.263414690527344e+36,9
A9,0.3,1.891177320282946e+38,0.0040464686687974845,C_III_1909,1.6347336394558087e+38,1.6460560184065738e+38,2.143791475668432e+37,3.074215430952893e+36,9
A9,0.4,1.8146341537553004e+38,0.003881924088845034,C_III_1909,1.5592832099499822e+38,1.5702234274875655e+38,2.140008733339402e+37,3.040985293379457e+36,9
